8,11,11,15,11,11,15,15,15,15,20,15,15,11,15,15,20,20,25,25,20,20
11,8,11,15,15,11,11,11,15,20,25,20,20,11,15,15,20,20,25,25,20,20
11,11,8,11,11,15,15,11,11,15,20,15,15,15,20,20,25,25,30,30,20,25
15,15,11,8,11,20,20,15,11,11,15,15,15,15,20,20,25,25,30,30,25,25
11,15,11,11,8,11,20,15,15,11,15,11,11,11,15,15,20,20,25,25,20,20
11,11,15,20,11,8,15,15,20,15,20,15,11,8,11,11,15,15,20,20,15,15
